"TestID","Category","Module / Page","Test Case","Method","Environment","Status","Observed Result (evidence)","Executed At"
"FUN-131","Functional Testing","Mentor Discovery","Mentor feedback on profile — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] junk query params -> 200 (handled gracefully)","2026-07-11T19:49:48.906Z"
"FUN-132","Functional Testing","Mentor Discovery","Mentor feedback on profile — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] long query -> 200 (handled)","2026-07-11T19:49:48.906Z"
"FUN-133","Functional Testing","Mentor Discovery","Mentor feedback on profile — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-134","Functional Testing","Mentor Discovery","Mentor feedback on profile — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"FUN-135","Functional Testing","Mentor Discovery","Mentor feedback on profile — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"FUN-136","Functional Testing","Mentor Discovery","Mentor feedback on profile — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"FUN-137","Functional Testing","Mentor Discovery","Mentors sorted by Best-Fit — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"FUN-138","Functional Testing","Mentor Discovery","Mentors sorted by Best-Fit — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-07-11T19:49:48.906Z"
"FUN-139","Functional Testing","Mentor Discovery","Mentors sorted by Best-Fit — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] junk query params -> 200 (handled gracefully)","2026-07-11T19:49:48.906Z"
"FUN-140","Functional Testing","Mentor Discovery","Mentors sorted by Best-Fit — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] long query -> 200 (handled)","2026-07-11T19:49:48.906Z"
"FUN-141","Functional Testing","Mentor Discovery","Mentors sorted by Best-Fit — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-142","Functional Testing","Mentor Discovery","Mentors sorted by Best-Fit — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"FUN-143","Functional Testing","Mentor Discovery","Mentors sorted by Best-Fit — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"FUN-144","Functional Testing","Mentor Discovery","Mentors sorted by Best-Fit — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"FUN-145","Functional Testing","Mentorship Requests","Send mentorship request — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"FUN-146","Functional Testing","Mentorship Requests","Send mentorship request — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] omit mentorId -> 400","2026-07-11T19:49:48.906Z"
"FUN-147","Functional Testing","Mentorship Requests","Send mentorship request — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] bad-type -> 500 (handled gracefully, no process crash)","2026-07-11T19:49:48.906Z"
"FUN-148","Functional Testing","Mentorship Requests","Send mentorship request — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] boundary -> 500 (handled)","2026-07-11T19:49:48.906Z"
"FUN-149","Functional Testing","Mentorship Requests","Send mentorship request — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-150","Functional Testing","Mentorship Requests","Send mentorship request — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 201,400","2026-07-11T19:49:48.906Z"
"FUN-151","Functional Testing","Mentorship Requests","Send mentorship request — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=201, body present=true","2026-07-11T19:49:48.906Z"
"FUN-152","Functional Testing","Mentorship Requests","Send mentorship request — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=201","2026-07-11T19:49:48.906Z"
"FUN-153","Functional Testing","Mentorship Requests","Duplicate pending request blocked — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"FUN-154","Functional Testing","Mentorship Requests","Duplicate pending request blocked — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=400","2026-07-11T19:49:48.906Z"
"FUN-155","Functional Testing","Mentorship Requests","Duplicate pending request blocked — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] bad-type -> 500 (handled gracefully, no process crash)","2026-07-11T19:49:48.906Z"
"FUN-156","Functional Testing","Mentorship Requests","Duplicate pending request blocked — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] boundary -> 500 (handled)","2026-07-11T19:49:48.906Z"
"FUN-157","Functional Testing","Mentorship Requests","Duplicate pending request blocked — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-158","Functional Testing","Mentorship Requests","Duplicate pending request blocked — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 400,400","2026-07-11T19:49:48.906Z"
"FUN-159","Functional Testing","Mentorship Requests","Duplicate pending request blocked — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=400, body present=true","2026-07-11T19:49:48.906Z"
"FUN-160","Functional Testing","Mentorship Requests","Duplicate pending request blocked — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=400","2026-07-11T19:49:48.906Z"
"FUN-161","Functional Testing","Mentorship Requests","Request to non-mentor rejected — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"FUN-162","Functional Testing","Mentorship Requests","Request to non-mentor rejected — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=400","2026-07-11T19:49:48.906Z"
"FUN-163","Functional Testing","Mentorship Requests","Request to non-mentor rejected — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] bad-type -> 500 (handled gracefully, no process crash)","2026-07-11T19:49:48.906Z"
"FUN-164","Functional Testing","Mentorship Requests","Request to non-mentor rejected — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] boundary -> 500 (handled)","2026-07-11T19:49:48.906Z"
"FUN-165","Functional Testing","Mentorship Requests","Request to non-mentor rejected — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-166","Functional Testing","Mentorship Requests","Request to non-mentor rejected — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 400,400","2026-07-11T19:49:48.906Z"
"FUN-167","Functional Testing","Mentorship Requests","Request to non-mentor rejected — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=400, body present=true","2026-07-11T19:49:48.906Z"
"FUN-168","Functional Testing","Mentorship Requests","Request to non-mentor rejected — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=400","2026-07-11T19:49:48.906Z"
"FUN-169","Functional Testing","Mentorship Requests","Mentor responds to request — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"FUN-170","Functional Testing","Mentorship Requests","Mentor responds to request — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-07-11T19:49:48.906Z"
"FUN-171","Functional Testing","Mentorship Requests","Mentor responds to request — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] bad-type -> 500 (handled gracefully, no process crash)","2026-07-11T19:49:48.906Z"
"FUN-172","Functional Testing","Mentorship Requests","Mentor responds to request — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] boundary -> 200 (handled)","2026-07-11T19:49:48.906Z"
"FUN-173","Functional Testing","Mentorship Requests","Mentor responds to request — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-174","Functional Testing","Mentorship Requests","Mentor responds to request — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"FUN-175","Functional Testing","Mentorship Requests","Mentor responds to request — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"FUN-176","Functional Testing","Mentorship Requests","Mentor responds to request — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"FUN-177","Functional Testing","Mentorship Requests","Mentor views received requests — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"FUN-178","Functional Testing","Mentorship Requests","Mentor views received requests — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-07-11T19:49:48.906Z"
"FUN-179","Functional Testing","Mentorship Requests","Mentor views received requests — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] junk query params -> 200 (handled gracefully)","2026-07-11T19:49:48.906Z"
"FUN-180","Functional Testing","Mentorship Requests","Mentor views received requests — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] long query -> 200 (handled)","2026-07-11T19:49:48.906Z"
"FUN-181","Functional Testing","Mentorship Requests","Mentor views received requests — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-182","Functional Testing","Mentorship Requests","Mentor views received requests — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"FUN-183","Functional Testing","Mentorship Requests","Mentor views received requests — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"FUN-184","Functional Testing","Mentorship Requests","Mentor views received requests — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"FUN-185","Functional Testing","Learning Path","View learning path — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"FUN-186","Functional Testing","Learning Path","View learning path — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-07-11T19:49:48.906Z"
"FUN-187","Functional Testing","Learning Path","View learning path — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] junk query params -> 200 (handled gracefully)","2026-07-11T19:49:48.906Z"
"FUN-188","Functional Testing","Learning Path","View learning path — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] long query -> 200 (handled)","2026-07-11T19:49:48.906Z"
"FUN-189","Functional Testing","Learning Path","View learning path — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-190","Functional Testing","Learning Path","View learning path — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"FUN-191","Functional Testing","Learning Path","View learning path — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"FUN-192","Functional Testing","Learning Path","View learning path — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"FUN-193","Functional Testing","Learning Path","Generate learning path — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=201 exp=201","2026-07-11T19:49:48.906Z"
"FUN-194","Functional Testing","Learning Path","Generate learning path — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=201","2026-07-11T19:49:48.906Z"
"FUN-195","Functional Testing","Learning Path","Generate learning path — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] bad-type -> 500 (handled gracefully, no process crash)","2026-07-11T19:49:48.906Z"
"FUN-196","Functional Testing","Learning Path","Generate learning path — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] boundary -> 201 (handled)","2026-07-11T19:49:48.906Z"
"FUN-197","Functional Testing","Learning Path","Generate learning path — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-198","Functional Testing","Learning Path","Generate learning path — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 201,201","2026-07-11T19:49:48.906Z"
"FUN-199","Functional Testing","Learning Path","Generate learning path — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=201, body present=true","2026-07-11T19:49:48.906Z"
